Talhao;Plantio;IdParcela;AreaParc;DataPlantio;DataColeta;Linha;Arvore;Fuste;Cap;Ht;Categoria1;Categoria2;Inclinacao;CoordenadaX;CoordenadaY;Observacao
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;4;4;1;60.3;31.3;DOMINANTE;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;3;1;1;47.4;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;4;5;1;37.8;24.3;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;4;7;1;44;29.5;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;4;8;1;55.7;29.5;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;5;1;1;59.8;30.1;DOMINANTE;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;5;2;1;40.4;23.6;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;5;3;1;52.5;30.5;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;5;4;1;47.1;28.5;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;5;5;1;54;33;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;5;6;1;44;29.3;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;5;7;1;53;31.3;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;6;1;1;50.5;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;4;6;1;53;31.1;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;2;7;1;38.2;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;2;6;1;53;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;2;5;1;40.7;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;5;4;1;48.6;30.2;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;5;5;1;56.4;32.3;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;5;6;1;45;26.8;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;5;7;1;47.3;29.1;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;6;1;1;49;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;6;2;1;37.6;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;6;3;1;40;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;6;4;1;49;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;6;5;1;35.5;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;6;6;1;37.8;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;7;1;1;57.1;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;7;2;1;55.3;;TORTUOSA;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;7;3;1;55.7;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;7;4;1;53.5;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;1;1;1;55;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;1;2;1;58.4;31.3;DOMINANTE;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;1;3;1;42.7;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;1;4;1;54.6;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;1;5;1;54.2;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;2;1;1;45.4;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;2;2;1;38.5;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;2;3;1;35;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;2;4;1;51.7;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;6;2;1;53.2;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;5;3;1;55.4;31.9;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;6;3;1;55.8;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;6;5;1;50.2;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;4;7;1;52.5;29.9;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;5;1;1;48.4;28.6;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;5;2;1;46.7;27.3;TORTUOSA;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;5;3;1;55.2;30.4;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;5;4;1;51;31.6;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;3;7;1;46;26.5;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;5;6;1;55.3;30.7;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;5;7;1;48;29.4;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;6;1;1;57.5;31.9;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;6;2;1;47.5;;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;4;6;1;55;33.9;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;6;3;1;50;;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;6;5;1;54.4;;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;6;6;1;46.7;;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;7;1;1;55;;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;7;2;1;31.1;;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;7;3;1;38;;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;3;1;1;55.5;28.2;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;2;1;1;56.2;28.6;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_005;400;01/05/2010;26/09/2018;1;1;1;56.4;;NORMAL;;0;-5397621603;-2049648113;
T-6;P-6;IFC_12_005;400;01/05/2010;26/09/2018;1;2;1;58.5;;NORMAL;;0;-5397621603;-2049648113;
T-6;P-6;IFC_12_005;400;01/05/2010;26/09/2018;1;3;1;56.6;;NORMAL;;0;-5397621603;-2049648113;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;6;4;1;38.3;;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;4;5;1;44.4;30.5;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;3;10;1;47.7;30.5;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;3;9;1;56.3;34.5;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;6;6;1;50.3;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;7;1;1;;;FALHA;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;7;2;1;54;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;7;3;1;47.7;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;7;4;1;53.1;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;1;1;1;44.3;;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;1;2;1;50.2;;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;1;3;1;45.4;;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;1;4;1;45.1;;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;2;6;1;59;29.8;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;2;2;1;54.8;;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;2;3;1;49.1;;TORTUOSA;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;7;5;1;55.6;31.7;DOMINANTE;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;2;5;1;47;;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;7;4;1;60;32.1;DOMINANTE;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;2;4;1;61.5;32.5;DOMINANTE;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;3;2;1;45.9;;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;3;3;1;50.7;;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;3;4;1;55.4;;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;3;5;1;;;FALHA;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;3;6;1;46.3;;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;5;5;1;62;33.5;DOMINANTE;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_004;400;01/05/2010;26/09/2018;3;8;1;40.3;27.5;NORMAL;;0;-5398228551;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;6;4;1;50.4;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;5;2;1;61.7;30.6;DOMINANTE;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;5;1;1;43.1;28.3;TORTUOSA;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;4;8;1;56.9;30.3;NORMAL;;0;-5397893075;-2049390493;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;6;3;1;54.8;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;6;4;1;53.9;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;6;5;1;44;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;6;6;1;55.8;27;DOMINANTE;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;7;1;1;52;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;7;2;1;48;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;7;3;1;44.7;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;7;4;1;54.2;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;7;5;1;54.1;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;1;1;1;47.7;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;6;2;1;57.2;27.7;DOMINANTE;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;1;2;1;51.6;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;1;4;1;43.4;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;1;5;1;29;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;2;1;1;44.3;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;2;2;1;47.8;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;2;3;1;42.7;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;2;4;1;43.5;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;2;5;1;43.2;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;2;6;1;49;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;3;1;1;53.7;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;3;2;1;43.9;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;1;3;1;47;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;6;1;1;49.5;26.3;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;5;7;1;52.2;25.9;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;5;6;1;47.6;23.6;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;2;3;1;48.2;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;2;4;1;46.2;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;2;5;1;50.7;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;2;6;1;49.7;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;3;1;1;53.4;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;3;2;1;45.5;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;3;3;1;50.4;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;3;4;1;50.3;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;3;5;1;50.2;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;3;6;1;57.3;26.3;DOMINANTE;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;3;7;1;46.8;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;4;1;1;51.8;28.5;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;4;2;1;51.2;27.5;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;4;3;1;50.4;30.3;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;4;4;1;50.1;28.6;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;4;5;1;44.8;25.8;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;4;6;1;56.5;27.7;DOMINANTE;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;4;7;1;51;28.3;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;5;1;1;49;26.1;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;5;2;1;49.1;27.1;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;5;3;1;54.3;28.8;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;5;4;1;50.8;26.1;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;5;5;1;52.8;26.3;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;3;3;1;45.9;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;3;4;1;45.4;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;3;5;1;41.8;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;3;6;1;44.9;;NORMAL;;0;-5397639506;-2050379459;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;1;2;1;46.2;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;1;3;1;53.1;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;1;4;1;61.2;30.5;DOMINANTE;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;2;1;1;58.5;30.1;DOMINANTE;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;2;2;1;55.6;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;2;3;1;50.1;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;2;4;1;47.9;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;2;5;1;54;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;2;6;1;53.3;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;3;1;1;42.7;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;3;2;1;54.8;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;3;3;1;51.3;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;3;4;1;46.5;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;3;5;1;45.2;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;3;6;1;43.1;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;3;7;1;47.6;;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;4;1;1;36;25.5;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;4;2;1;57.3;32;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;4;3;1;31.9;22.5;TORTUOSA;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;4;4;1;58;31.2;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;4;5;1;49;32.8;NORMAL;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;4;6;1;58.1;33.2;DOMINANTE;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;4;7;1;;;FALHA;;0;-5397893075;-2049390493;
T-6;P-6;IFC_12_002;400;01/05/2010;26/09/2018;1;1;1;54.7;;NORMAL;;0;-5397893075;-2049390493;
T-7;P-7;IFC_12_018;400;01/06/2010;26/09/2018;7;3;1;52.8;;NORMAL;;0;-5397497149;-2050321174;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;7;4;1;49.9;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;7;2;1;50.3;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;3;7;1;38.9;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;3;8;1;50.9;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;4;1;1;46;23.5;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;4;2;1;41.1;23.6;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;4;3;1;45.3;23.4;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;4;4;1;50.2;25.3;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;4;5;1;55.5;23.4;DOMINANTE;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;4;6;1;50.7;24.3;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;4;7;1;37.4;23.4;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;4;8;1;40.7;26.6;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;5;1;1;50.4;27.6;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;5;2;1;52.9;26.6;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;5;3;1;33.8;18.7;TORTUOSA;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;5;4;1;56.8;29.4;DOMINANTE;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;5;5;1;49.5;23.6;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;5;6;1;44;25.3;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;6;1;1;47.3;25;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;6;3;1;46.9;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;6;2;1;46.3;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;6;4;1;49.7;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;6;5;1;54.3;27.4;DOMINANTE;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;6;6;1;54.2;27.2;DOMINANTE;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;7;1;1;53.4;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_020;400;01/06/2010;26/09/2018;7;3;1;43.2;;NORMAL;;0;-5397639506;-2050379459;
T-7;P-7;IFC_12_018;400;01/06/2010;26/09/2018;7;4;1;52.5;;NORMAL;;0;-5397497149;-2050321174;
T-9A;P-9A;IFC_12_025;400;01/07/2010;26/09/2018;1;1;1;47.6;;NORMAL;;0;-5397892338;-2051637918;
T-9A;P-9A;IFC_12_019;400;01/07/2010;26/09/2018;2;4;1;54.5;;NORMAL;;0;-5397705656;-2052039489;
T-9A;P-9A;IFC_12_019;400;01/07/2010;26/09/2018;2;5;1;57.9;;NORMAL;;0;-5397705656;-2052039489;
T-9A;P-9A;IFC_12_019;400;01/07/2010;26/09/2018;2;6;1;59.9;;NORMAL;;0;-5397705656;-2052039489;
T-9A;P-9A;IFC_12_019;400;01/07/2010;26/09/2018;3;1;1;52;;NORMAL;;0;-5397705656;-2052039489;
T-9A;P-9A;IFC_12_019;400;01/07/2010;26/09/2018;3;2;1;55.7;;NORMAL;;0;-5397705656;-2052039489;
T-9A;P-9A;IFC_12_019;400;01/07/2010;26/09/2018;3;3;1;48.2;;NORMAL;;0;-5397705656;-2052039489;
T-9A;P-9A;IFC_12_019;400;01/07/2010;26/09/2018;3;4;1;62;32.1;DOMINANTE;;0;-5397705656;-2052039489;
