Talhao;Plantio;IdParcela;AreaParc;DataPlantio;DataColeta;Linha;Arvore;Fuste;Cap;Ht;Categoria1;Categoria2;Inclinacao;CoordenadaX;CoordenadaY;Observacao
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;2;1;1;52.2;;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;3;6;1;57.9;;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;4;2;1;58.5;30.2;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;4;3;1;59.4;27.2;DOMINANTE;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;4;4;1;54.2;26.6;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;4;5;1;59.8;28.2;DOMINANTE;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;4;6;1;51;28.6;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;4;7;1;59;27.6;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;5;1;1;61.8;29;DOMINANTE;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;5;2;1;59.2;30;DOMINANTE;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;5;3;1;57.9;28.7;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;5;4;1;54.6;29.1;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;4;1;1;44;24.5;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;1;4;1;54.3;;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;1;3;1;55.8;;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;1;2;1;33.2;;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;4;4;1;55;27.3;DOMINANTE;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;4;5;1;51.6;27.2;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;4;6;1;44.9;26;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;4;7;1;44;24.8;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;4;8;1;41.5;25.4;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;5;1;1;51.3;25.5;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;5;2;1;44.5;23.5;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;5;3;1;50.5;26.5;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;5;4;1;49.8;27.6;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;5;5;1;55.2;26.3;DOMINANTE;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;5;6;1;52.7;25.5;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;5;7;1;48;26.6;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;6;1;1;;;FALHA;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;6;2;1;46.2;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;6;3;1;52.2;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;6;4;1;;;FALHA;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;6;5;1;51;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;6;6;1;45.5;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;7;1;1;50;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;7;2;1;48.7;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;7;3;1;48.2;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;7;4;1;50.4;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;1;1;1;57.1;;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;5;5;1;50.4;28.2;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;4;3;1;54.3;29.5;DOMINANTE;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;5;6;1;57.2;27.2;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;6;2;1;56.2;27.3;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;4;6;1;34.5;22;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;5;1;1;60;31.7;DOMINANTE;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;5;2;1;56.4;31.6;DOMINANTE;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;5;3;1;51;31.1;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;5;4;1;52.9;30;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;5;5;1;45.3;29;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;5;6;1;48.4;29.5;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;5;7;1;51.8;29.6;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;5;8;1;52.4;29.2;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;6;1;1;;;FALHA;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;4;5;1;50.5;28.1;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;6;2;1;39.5;;MORTA;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;6;4;1;46.2;;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;6;5;1;56.2;29.5;DOMINANTE;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;6;6;1;;;FALHA;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;6;7;1;57.4;28.9;DOMINANTE;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;7;1;1;51.1;;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;7;2;1;49.9;;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;7;3;1;48.8;;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;7;4;1;51.3;;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;1;1;1;46.9;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;1;2;1;52.1;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;6;3;1;48.7;;TORTUOSA;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;4;4;1;50.1;29.5;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;4;3;1;53.3;28.9;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;4;2;1;38.9;19.2;TORTUOSA;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;6;3;1;51;;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;6;4;1;55;;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;6;5;1;51.5;;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;7;1;1;58;;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;7;2;1;58.4;;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;7;3;1;55.5;;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;1;1;1;54;;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;1;2;1;43.9;;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;1;3;1;52.9;;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;1;4;1;42.7;;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;2;1;1;50;;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;2;2;1;48.3;;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;2;3;1;50.2;;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;2;4;1;49.1;;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;2;5;1;51.7;;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;2;6;1;51.8;;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;3;1;1;46.6;;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;3;2;1;53.3;;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;3;3;1;52.9;;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;3;4;1;55.5;;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;3;5;1;50.4;;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;3;6;1;53.6;;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;4;1;1;51.6;30.3;NORMAL;;0;-5397923116;-2050546989;
T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;6;1;1;53.1;28.4;NORMAL;;0;-5397725337;-2050647479;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;1;3;1;49.8;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;4;2;1;48.6;25.4;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;3;7;1;40.2;;NORMAL;;0;-5397488565;-2050492366;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;5;2;1;52.9;28;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;5;3;1;52.5;31;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;5;4;1;60;31.6;DOMINANTE;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;5;5;1;41.4;28;TORTUOSA;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;5;6;1;51.5;31.6;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;5;7;1;51;28;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;6;1;1;53.5;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;6;2;1;61.3;29.9;DOMINANTE;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;6;3;1;55.3;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;6;4;1;60.2;30.6;DOMINANTE;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;5;1;1;50.4;28.6;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;6;5;1;51.1;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;7;1;1;42.9;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;7;2;1;51.3;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;7;3;1;56.4;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;7;4;1;38;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;7;5;1;55;;NORMAL;;0;-5397725337;-2049390493;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;1;1;1;60.5;30.8;DOMINANTE;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;1;2;1;56.6;;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;1;3;1;62.2;32.1;DOMINANTE;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;1;4;1;59.9;29.8;DOMINANTE;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;2;1;1;50.7;;NORMAL;;0;-5397222122;-2050490356;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;6;6;1;41.5;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;4;8;1;56.2;30;TORTUOSA;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;4;7;1;58;29.3;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;4;6;1;41.6;27.7;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;1;2;1;48.6;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;1;3;1;26.7;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;1;4;1;41.4;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;1;5;1;51.9;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;2;1;1;36.2;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;2;2;1;56.1;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;2;3;1;39.9;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;2;4;1;51.1;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;2;5;1;39.6;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;2;6;1;54.4;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;2;7;1;47.4;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;3;1;1;50.9;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;3;2;1;49.2;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;3;3;1;58;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;3;4;1;39.2;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;3;5;1;41.1;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;3;6;1;61.4;31.2;DOMINANTE;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;3;7;1;49.8;;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;4;1;1;49.4;29.6;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;4;2;1;50.9;29.3;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;4;3;1;44;27.3;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;4;4;1;57.9;31.3;NORMAL;;0;-5397725337;-2049390493;
T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;4;5;1;51.1;29.8;NORMAL;;0;-5397725337;-2049390493;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;2;2;1;59.7;31.2;DOMINANTE;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;4;1;1;49;27;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;2;3;1;;;FALHA;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;2;5;1;58.2;;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;6;6;1;53.4;;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;7;1;1;55.2;;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;7;2;1;48.1;;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;7;3;1;51.3;;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;7;4;1;54.2;;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;7;5;1;53.8;;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;1;1;1;56;26.2;DOMINANTE;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;1;2;1;51.4;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;1;3;1;48.6;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;1;4;1;50.9;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;6;5;1;52.2;;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;2;1;1;45.1;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;2;3;1;41.4;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;2;4;1;53.5;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;2;5;1;52.9;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;2;6;1;52.8;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;3;1;1;43.8;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;3;2;1;51.9;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;3;3;1;39.1;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;3;4;1;50.1;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;3;5;1;49.6;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;3;6;1;50.4;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;2;2;1;49.1;;NORMAL;;0;-5397488565;-2050492366;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;6;4;1;51.7;;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;6;3;1;53.3;;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;6;2;1;40;;TORTUOSA;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;2;6;1;55.7;;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;3;1;1;52.5;;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;3;2;1;53;;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;3;3;1;50.3;;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;3;4;1;50.5;;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;3;5;1;52.5;;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;3;6;1;51.5;;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;3;7;1;52;;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;4;1;1;42.5;28.9;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;4;2;1;55;30.7;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;4;3;1;56.5;29.3;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;4;4;1;55.4;30.3;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;4;5;1;57.8;30.4;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;4;6;1;54;31.9;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;4;7;1;;;FALHA;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;5;1;1;55;29.2;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;5;2;1;55;32.2;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;5;3;1;52.5;29.9;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;5;4;1;55.5;30.8;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;5;5;1;52;32.2;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;5;6;1;56.7;33.6;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;5;7;1;54;30;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;6;1;1;55;;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;2;4;1;58.4;;NORMAL;;0;-5397222122;-2050490356;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;1;4;1;47.3;;TORTUOSA;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;2;1;1;48.6;;NORMAL;;0;-539797676;-2050289016;
T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;2;2;1;49.1;;TORTUOSA;;0;-539797676;-2050289016;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;3;2;1;49;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;3;3;1;53;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;3;4;1;43;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;3;5;1;49.6;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;3;6;1;46;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;3;7;1;56.9;;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;4;1;1;39.9;27.3;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;4;2;1;51.9;30;NORMAL;;0;-5398060813;-2049390493;
T-6;P-6;IFC_12_003;400;01/05/2010;26/09/2018;4;3;1;57.8;30.3;DOMINANTE;;0;-5398060813;-2049390493;
