Código da Árvore;DAP;HT;Altura da secção;Diâmetro da secção;Espessura da casca;talhao;material_genetico_cod;idade;V5casca
13;15.35;30.8;27;2.75;0.1;T-6;GG-100;2;0.000572752
13;15.35;30.8;28;2.65;0.1;T-6;GG-100;2;0.00036413
13;15.35;30.8;29;1.5;0.1;T-6;GG-100;2;0.000117608
13;15.35;30.8;30;0.95;0.1;T-6;GG-100;2;0
14;15.59;29.1;0.1;16.85;0.6;T-6;GG-100;2;0.012759382
14;15.59;29.1;0.7;16.05;0.5;T-6;GG-100;2;0.011796302
14;15.59;29.1;1.3;15.59;0.5;T-6;GG-100;2;0.012263106
14;15.59;29.1;2;14.25;0.4;T-6;GG-100;2;0.015726224
14;15.59;29.1;3;14.05;0.4;T-6;GG-100;2;0.014803283
14;15.59;29.1;4;13.4;0.4;T-6;GG-100;2;0.01353565
14;15.59;29.1;5;12.85;0.4;T-6;GG-100;2;0.012522486
14;15.59;29.1;6;12.4;0.3;T-6;GG-100;2;0.011367951
14;15.59;29.1;7;11.65;0.3;T-6;GG-100;2;0.010255827
14;15.59;29.1;8;11.2;0.3;T-6;GG-100;2;0.009288574
14;15.59;29.1;9;10.54;0.2;T-6;GG-100;2;0.00836848
14;15.59;29.1;10;10.1;0.2;T-6;GG-100;2;0.007662835
14;15.59;29.1;11;9.65;0.2;T-6;GG-100;2;0.007276027
14;15.59;29.1;12;9.6;0.2;T-6;GG-100;2;0.006979146
14;15.59;29.1;13;9.25;0.2;T-6;GG-100;2;0.006435749
14;15.59;29.1;14;8.85;0.2;T-6;GG-100;2;0.005748526
14;15.59;29.1;15;8.25;0.2;T-6;GG-100;2;0.005217596
14;15.59;29.1;16;8.05;0.2;T-6;GG-100;2;0.004753721
14;15.59;29.1;17;7.5;0.2;T-6;GG-100;2;0.003945546
14;15.59;29.1;18;6.65;0.2;T-6;GG-100;2;0.00337034
14;15.59;29.1;19;6.45;0.2;T-6;GG-100;2;0.002977641
14;15.59;29.1;20;5.85;0.2;T-6;GG-100;2;0.002510329
14;15.59;29.1;21;5.45;0.2;T-6;GG-100;2;0.002207951
14;15.59;29.1;22;5.15;0.2;T-6;GG-100;2;0.001868878
14;15.59;29.1;23;4.59;0.2;T-6;GG-100;2;0.00148747
14;15.59;29.1;24;4.1;0.2;T-6;GG-100;2;0.001062251
14;15.59;29.1;25;3.2;0.2;T-6;GG-100;2;0.000721094
14;15.59;29.1;26;2.85;0.1;T-6;GG-100;2;0.000474483
14;15.59;29.1;27;1.99;0.1;T-6;GG-100;2;0.000215894
14;15.59;29.1;28;1.24;0.1;T-6;GG-100;2;8.43162E-05
14;15.59;29.1;29;0.85;0.1;T-6;GG-100;2;0
15;16;30.5;0.1;18.6;0.7;T-6;GG-100;2;0.015162642
15;16;30.5;0.7;17.25;0.7;T-6;GG-100;2;0.013043009
15;16;30.5;1.3;16;0.5;T-6;GG-100;2;0.013726875
15;16;30.5;2;15.6;0.4;T-6;GG-100;2;0.018451457
15;16;30.5;3;15.05;0.4;T-6;GG-100;2;0.016868978
15;16;30.5;4;14.25;0.4;T-6;GG-100;2;0.015726224
15;16;30.5;5;14.05;0.4;T-6;GG-100;2;0.014491087
15;16;30.5;6;13.1;0.3;T-6;GG-100;2;0.012924218
15;16;30.5;7;12.55;0.3;T-6;GG-100;2;0.01179295
15;16;30.5;8;11.95;0.3;T-6;GG-100;2;0.011029543
15;16;30.5;9;11.75;0.3;T-6;GG-100;2;0.010303835
15;16;30.5;10;11.15;0.3;T-6;GG-100;2;0.0092945
15;16;30.5;11;10.6;0.3;T-6;GG-100;2;0.007919268
15;16;30.5;12;9.45;0.3;T-6;GG-100;2;0.007043553
15;16;30.5;13;9.49;0.3;T-6;GG-100;2;0.006373903
15;16;30.5;14;8.5;0.3;T-6;GG-100;2;0.005319207
15;16;30.5;15;7.95;0.3;T-6;GG-100;2;0.004690889
15;16;30.5;16;7.5;0.3;T-6;GG-100;2;0.00438851
15;16;30.5;17;7.45;0.3;T-6;GG-100;2;0.004187154
15;16;30.5;18;7.15;0.3;T-6;GG-100;2;0.003796811
15;16;30.5;19;6.75;0.3;T-6;GG-100;2;0.003202952
15;16;30.5;20;6;0.2;T-6;GG-100;2;0.002597316
15;16;30.5;21;5.49;0.2;T-6;GG-100;2;0.001978815
15;16;30.5;22;4.5;0.2;T-6;GG-100;2;0.001471542
15;16;30.5;23;4.15;0.2;T-6;GG-100;2;0.00118244
15;16;30.5;24;3.59;0.1;T-6;GG-100;2;0.000871423
15;16;30.5;25;3.05;0.1;T-6;GG-100;2;0.000546833
15;16;30.5;26;2.15;0.1;T-6;GG-100;2;0.000315926
15;16;30.5;27;1.85;0.1;T-6;GG-100;2;0.000177696
15;16;30.5;28;1.05;0.1;T-6;GG-100;2;7.87362E-05
15;16;30.5;29;0.95;0.1;T-6;GG-100;2;6.06229E-05
15;16;30.5;30;0.85;0.1;T-6;GG-100;2;0
16;16;30.6;0.1;18.15;0.6;T-6;GG-100;2;0.014691933
16;16;30.6;0.7;17.15;0.5;T-6;GG-100;2;0.012961956
16;16;30.6;1.3;16;0.4;T-6;GG-100;2;0.013726875
16;16;30.6;2;15.6;0.4;T-6;GG-100;2;0.018869976
16;16;30.6;3;15.4;0.3;T-6;GG-100;2;0.017684025
16;16;30.6;4;14.6;0.3;T-6;GG-100;2;0.016012796
16;16;30.6;5;13.95;0.3;T-6;GG-100;2;0.014432673
16;16;30.6;6;13.15;0.3;T-6;GG-100;2;0.012975759
16;16;30.6;7;12.55;0.3;T-6;GG-100;2;0.012272043
16;16;30.6;8;12.45;0.3;T-6;GG-100;2;0.011601313
16;16;30.6;9;11.85;0.3;T-6;GG-100;2;0.010617896
16;16;30.6;10;11.4;0.3;T-6;GG-100;2;0.009898471
16;16;30.6;11;11.05;0.3;T-6;GG-100;2;0.009417906
16;16;30.6;12;10.85;0.3;T-6;GG-100;2;0.008748746
16;16;30.6;13;10.25;0.3;T-6;GG-100;2;0.007897277
16;16;30.6;14;9.8;0.3;T-6;GG-100;2;0.007095287
16;16;30.6;15;9.2;0.3;T-6;GG-100;2;0.006399522
16;16;30.6;16;8.85;0.3;T-6;GG-100;2;0.005946446
16;16;30.6;17;8.55;0.3;T-6;GG-100;2;0.005511237
16;16;30.6;18;8.2;0.3;T-6;GG-100;2;0.005122465
16;16;30.6;19;7.95;0.3;T-6;GG-100;2;0.004546081
16;16;30.6;20;7.25;0.3;T-6;GG-100;2;0.003960959
16;16;30.6;21;6.95;0.3;T-6;GG-100;2;0.003530561
16;16;30.6;22;6.45;0.3;T-6;GG-100;2;0.002736818
16;16;30.6;23;5.3;0.3;T-6;GG-100;2;0.002065303
16;16;30.6;24;4.95;0.3;T-6;GG-100;2;0.001757427
16;16;30.6;25;4.5;0.3;T-6;GG-100;2;0.001392511
16;16;30.6;26;3.9;0.3;T-6;GG-100;2;0.001012084
16;16;30.6;27;3.25;0.2;T-6;GG-100;2;0.000711767
16;16;30.6;28;2.75;0.2;T-6;GG-100;2;0.000446303
16;16;30.6;29;1.95;0.2;T-6;GG-100;2;0.000214978
16;16;30.6;30;1.4;0.1;T-6;GG-100;2;0
17;16;30.4;0.1;18.1;0.8;T-6;GG-100;2;0.01473028
17;16;30.4;0.7;17.25;0.7;T-6;GG-100;2;0.013043009
17;16;30.4;1.3;16;0.5;T-6;GG-100;2;0.013812915
17;16;30.4;2;15.7;0.4;T-6;GG-100;2;0.018456562
17;16;30.4;3;14.95;0.4;T-6;GG-100;2;0.015775704
17;16;30.4;4;13.35;0.4;T-6;GG-100;2;0.013789432
17;16;30.4;5;13.15;0.4;T-6;GG-100;2;0.013274996
17;16;30.4;6;12.85;0.4;T-6;GG-100;2;0.012377286
17;16;30.4;7;12.25;0.4;T-6;GG-100;2;0.011500782
17;16;30.4;8;11.95;0.4;T-6;GG-100;2;0.010983499
17;16;30.4;9;11.7;0.3;T-6;GG-100;2;0.010434505
17;16;30.4;10;11.35;0.3;T-6;GG-100;2;0.009471215
17;16;30.4;11;10.6;0.3;T-6;GG-100;2;0.008498008
17;16;30.4;12;10.2;0.3;T-6;GG-100;2;0.00797346
17;16;30.4;13;9.95;0.3;T-6;GG-100;2;0.007461836
17;16;30.4;14;9.54;0.3;T-6;GG-100;2;0.00675488
17;16;30.4;15;9;0.3;T-6;GG-100;2;0.006119135
17;16;30.4;16;8.65;0.3;T-6;GG-100;2;0.005578781
17;16;30.4;17;8.2;0.3;T-6;GG-100;2;0.00502969
17;16;30.4;18;7.8;0.3;T-6;GG-100;2;0.004368777
17;16;30.4;19;7.1;0.3;T-6;GG-100;2;0.003508672
17;16;30.4;20;6.24;0.3;T-6;GG-100;2;0.002756186
17;16;30.4;21;5.59;0.3;T-6;GG-100;2;0.002268646
17;16;30.4;22;5.15;0.3;T-6;GG-100;2;0.001777804
17;16;30.4;23;4.33;0.2;T-6;GG-100;2;0.001214579
17;16;30.4;24;3.49;0.2;T-6;GG-100;2;0.000719837
17;16;30.4;25;2.48;0.2;T-6;GG-100;2;0.00038329
17;16;30.4;26;1.9;0.2;T-6;GG-100;2;0.000242295
17;16;30.4;27;1.6;0.2;T-6;GG-100;2;0.000152465
17;16;30.4;28;1.15;0.1;T-6;GG-100;2;8.73755E-05
17;16;30.4;29;0.95;0.1;T-6;GG-100;2;5.46539E-05
17;16;30.4;30;0.75;0.1;T-6;GG-100;2;0
18;16;30.1;0.1;18.15;0.8;T-6;GG-100;2;0.014404044
18;16;30.1;0.7;16.79;0.5;T-6;GG-100;2;0.012674067
18;16;30.1;1.3;16;0.5;T-6;GG-100;2;0.013726875
18;16;30.1;2;15.6;0.4;T-6;GG-100;2;0.018275037
18;16;30.1;3;14.9;0.4;T-6;GG-100;2;0.01647029
18;16;30.1;4;14.05;0.4;T-6;GG-100;2;0.01501534
18;16;30.1;5;13.6;0.4;T-6;GG-100;2;0.013849024
18;16;30.1;6;12.95;0.3;T-6;GG-100;2;0.012478602
18;16;30.1;7;12.25;0.3;T-6;GG-100;2;0.011595029
18;16;30.1;8;12.05;0.3;T-6;GG-100;2;0.010672187
18;16;30.1;9;11.25;0.3;T-6;GG-100;2;0.010254257
18;16;30.1;10;11.6;0.3;T-7;GG-100;2;0.009992719
18;16;30.1;11;10.95;0.3;T-7;GG-100;2;0.009246689
18;16;30.1;12;10.75;0.3;T-7;GG-100;2;0.008663923
18;16;30.1;13;10.25;0.3;T-7;GG-100;2;0.0078207
18;16;30.1;14;9.7;0.3;T-7;GG-100;2;0.006770623
18;16;30.1;15;8.85;0.3;T-7;GG-100;2;0.00601399
18;16;30.1;16;8.65;0.3;T-7;GG-100;2;0.005420229
18;16;30.1;17;7.95;0.3;T-7;GG-100;2;0.004632377
18;16;30.1;18;7.4;0.3;T-7;GG-100;2;0.004214545
18;16;30.1;19;7.25;0.2;T-7;GG-100;2;0.003906767
18;16;30.1;20;6.85;0.2;T-7;GG-100;2;0.003327928
18;16;30.1;21;6.15;0.2;T-7;GG-100;2;0.002852272
18;16;30.1;22;5.9;0.3;T-7;GG-100;2;0.002176401
18;16;30.1;23;4.54;0.3;T-7;GG-100;2;0.001422124
18;16;30.1;24;3.95;0.3;T-7;GG-100;2;0.001002364
18;16;30.1;25;3.15;0.3;T-7;GG-100;2;0.000686634
18;16;30.1;26;2.75;0.3;T-7;GG-100;2;0.00046201
18;16;30.1;27;2.05;0.3;T-7;GG-100;2;0.000278522
18;16;30.1;28;1.7;0.1;T-7;GG-100;2;0.000156785
18;16;30.1;29;1.05;0.1;T-7;GG-100;2;6.80842E-05
18;16;30.1;30;0.85;0.1;T-7;GG-100;2;0
19;16;29.3;0.1;18.25;0.7;T-7;GG-100;2;0.014777698
19;16;29.3;0.7;17.15;0.7;T-7;GG-100;2;0.012961956
19;16;29.3;1.3;16;0.5;T-7;GG-100;2;0.013726875
19;16;29.3;2;15.6;0.5;T-7;GG-100;2;0.018510657
19;16;29.3;3;15.1;0.4;T-7;GG-100;2;0.017497591
19;16;29.3;4;14.75;0.4;T-7;GG-100;2;0.015753713
19;16;29.3;5;13.55;0.4;T-7;GG-100;2;0.014104377
19;16;29.3;6;13.25;0.4;T-7;GG-100;2;0.013378669
19;16;29.3;7;12.85;0.3;T-7;GG-100;2;0.012571279
19;16;29.3;8;12.45;0.3;T-7;GG-100;2;0.011694775
19;16;29.3;9;11.95;0.3;T-7;GG-100;2;0.010801286
19;16;29.3;10;11.5;0.4;T-7;GG-100;2;0.009945104
19;16;29.3;11;11;0.3;T-7;GG-100;2;0.008917803
19;16;29.3;12;10.3;0.3;T-7;GG-100;2;0.008014988
19;16;29.3;13;9.9;0.3;T-7;GG-100;2;0.007658908
19;16;29.3;14;9.85;0.3;T-7;GG-100;2;0.007354174
19;16;29.3;15;9.5;0.3;T-7;GG-100;2;0.006414838
19;16;29.3;16;8.55;0.3;T-7;GG-100;2;0.00525991
19;16;29.3;17;7.8;0.3;T-7;GG-100;2;0.004562912
19;16;29.3;18;7.44;0.3;T-7;GG-100;2;0.003910344
19;16;29.3;19;6.65;0.2;T-7;GG-100;2;0.003197847
19;16;29.3;20;6.1;0.2;T-7;GG-100;2;0.002404104
19;16;29.3;21;4.9;0.2;T-7;GG-100;2;0.001619196
19;16;29.3;22;4.15;0.2;T-7;GG-100;2;0.001352652
19;16;29.3;23;4.15;0.2;T-7;GG-100;2;0.001018072
19;16;29.3;24;2.95;0.2;T-7;GG-100;2;0.000523272
19;16;29.3;25;2.15;0.2;T-7;GG-100;2;0.000252038
19;16;29.3;26;1.34;0.1;T-7;GG-100;2;0.000113808
19;16;29.3;27;1.05;0.1;T-7;GG-100;2;7.16676E-05
19;16;29.3;28;0.85;0.1;T-7;GG-100;2;3.82391E-05
19;16;29.3;29;0.55;0.1;T-7;GG-100;2;0
20;16;29.8;0.1;18.35;0.9;T-7;GG-100;2;0.014743239
20;16;29.8;0.7;17;0.5;T-7;GG-100;2;0.01284126
20;16;29.8;1.3;16;0.4;T-7;GG-100;2;0.013472053
20;16;29.8;2;15.3;0.4;T-7;GG-100;2;0.017969615
20;16;29.8;3;14.95;0.4;T-7;GG-100;2;0.016451849
20;16;29.8;4;13.98;0.4;T-7;GG-100;2;0.015482177
20;16;29.8;5;14.1;0.3;T-7;GG-100;2;0.014443865
20;16;29.8;6;13;0.3;T-7;GG-100;2;0.012920683
20;16;29.8;7;12.65;0.3;T-7;GG-100;2;0.012177009
20;16;29.8;8;12.25;0.3;T-7;GG-100;2;0.011453952
20;16;29.8;9;11.9;0.3;T-7;GG-100;2;0.010709395
20;16;29.8;10;11.45;0.3;T-7;GG-100;2;0.009728825
20;16;29.8;11;10.8;0.3;T-7;GG-100;2;0.008507433
20;16;29.8;12;10;0.3;T-7;GG-100;2;0.007698473
20;16;29.8;13;9.8;0.3;T-7;GG-100;2;0.007241371
20;16;29.8;14;9.4;0.3;T-7;GG-100;2;0.006757664
20;16;29.8;15;9.15;0.3;T-7;GG-100;2;0.00657555
20;16;29.8;16;9.15;0.3;T-7;GG-100;2;0.006091745
20;16;29.8;17;8.45;0.3;T-7;GG-100;2;0.005412375
20;16;29.8;18;8.15;0.3;T-7;GG-100;2;0.004997587
20;16;29.8;19;7.8;0.3;T-7;GG-100;2;0.004396757
20;16;29.8;20;7.15;0.2;T-7;GG-100;2;0.003850218
20;16;29.8;21;6.85;0.2;T-7;GG-100;2;0.003476369
20;16;29.8;22;6.45;0.2;T-7;GG-100;2;0.002736818
20;16;29.8;23;5.3;0.2;T-7;GG-100;2;0.002202025
20;16;29.8;24;5.29;0.2;T-7;GG-100;2;0.00198496
20;16;29.8;25;4.75;0.2;T-7;GG-100;2;0.001498736
20;16;29.8;26;3.95;0.2;T-7;GG-100;2;0.001002364
20;16;29.8;27;3.15;0.2;T-7;GG-100;2;0.000686634
20;16;29.8;28;2.75;0.1;T-7;GG-100;2;0.000416806
20;16;29.8;29;1.9;0.1;T-7;GG-100;2;0
21;16;30.2;0.1;19.15;0.6;T-7;GG-100;2;0.016148061
21;16;30.2;0.7;17.85;0.5;T-7;GG-100;2;0.013539224
21;16;30.2;1.3;16;0.4;T-7;GG-100;2;0.013684061
21;16;30.2;2;15.55;0.4;T-7;GG-100;2;0.018331291
21;16;30.2;3;15;0.4;T-7;GG-100;2;0.016587707
21;16;30.2;4;14.05;0.3;T-7;GG-100;2;0.014908919
21;16;30.2;5;13.5;0.3;T-7;GG-100;2;0.013691846
21;16;30.2;6;12.9;0.3;T-7;GG-100;2;0.012379839
21;16;30.2;7;12.2;0.3;T-7;GG-100;2;0.01102935
21;16;30.2;8;11.49;0.3;T-7;GG-100;2;0.010154515
21;16;30.2;9;11.25;0.3;T-7;GG-100;2;0.009415828
21;16;30.2;10;10.64;0.3;T-7;GG-100;2;0.009068682
21;16;30.2;11;10.85;0.2;T-7;GG-100;2;0.008510771
21;16;30.2;12;9.95;0.2;T-7;GG-100;2;0.007350329
21;16;30.2;13;9.39;0.2;T-7;GG-100;2;0.006636308
21;16;30.2;14;8.99;0.2;T-7;GG-100;2;0.005750297
21;16;30.2;15;8.1;0.2;T-7;GG-100;2;0.005058455
21;16;30.2;16;7.95;0.2;T-7;GG-100;2;0.004690889
21;16;30.2;17;7.5;0.2;T-7;GG-100;2;0.004216508
21;16;30.2;18;7.15;0.2;T-7;GG-100;2;0.00406601
21;16;30.2;19;7.24;0.2;T-7;GG-100;2;0.003661907
21;16;30.2;20;6.39;0.2;T-7;GG-100;2;0.002852633
21;16;30.2;21;5.64;0.2;T-7;GG-100;2;0.002211371
21;16;30.2;22;4.95;0.2;T-7;GG-100;2;0.001705296
21;16;30.2;23;4.35;0.2;T-7;GG-100;2;0.001355794
21;16;30.2;24;3.95;0.2;T-7;GG-100;2;0.000990093
21;16;30.2;25;3.1;0.2;T-7;GG-100;2;0.000550564
21;16;30.2;26;2.1;0.1;T-7;GG-100;2;0.000314945
21;16;30.2;27;1.9;0.1;T-7;GG-100;2;0.000262028
21;16;30.2;28;1.75;0.1;T-7;GG-100;2;0.000167781
21;16;30.2;29;1.1;0.1;T-7;GG-100;2;6.61256E-05
21;16;30.2;30;0.75;0.1;T-7;GG-100;2;0
22;16.45;29.9;0.1;18.4;0.6;T-7;GG-100;2;0.015028987
22;16.45;29.9;0.7;17.3;0.6;T-7;GG-100;2;0.013427776
22;16.45;29.9;1.3;16.45;0.6;T-7;GG-100;2;0.014000252
22;16.45;29.9;2;15.45;0.5;T-7;GG-100;2;0.018033724
22;16.45;29.9;3;14.85;0.4;T-7;GG-100;2;0.016634144
22;16.45;29.9;4;14.25;0.4;T-7;GG-100;2;0.01507827
22;16.45;29.9;5;13.45;0.3;T-7;GG-100;2;0.014314078
22;16.45;29.9;6;13.55;0.3;T-7;GG-100;2;0.013694399
22;16.45;29.9;7;12.85;0.3;T-7;GG-100;2;0.012186434
22;16.45;29.9;8;12.05;0.4;T-7;GG-100;2;0.011077747
22;16.45;29.9;9;11.7;0.3;T-7;GG-100;2;0.010390032
22;16.45;29.9;10;11.3;0.3;T-7;GG-100;2;0.009722935
22;16.45;29.9;11;10.95;0.3;T-7;GG-100;2;0.009079399
22;16.45;29.9;12;10.55;0.3;T-7;GG-100;2;0.008258658
22;16.45;29.9;13;9.95;0.2;T-7;GG-100;2;0.007247851
22;16.45;29.9;14;9.25;0.2;T-7;GG-100;2;0.006470601
22;16.45;29.9;15;8.9;0.2;T-7;GG-100;2;0.006048842
22;16.45;29.9;16;8.65;0.2;T-7;GG-100;2;0.005611081
22;16.45;29.9;17;8.25;0.2;T-7;GG-100;2;0.005001121
22;16.45;29.9;18;7.7;0.2;T-7;GG-100;2;0.004449771
22;16.45;29.9;19;7.35;0.2;T-7;GG-100;2;0.003964101
22;16.45;29.9;20;6.85;0.2;T-7;GG-100;2;0.003303876
22;16.45;29.9;21;6.1;0.2;T-7;GG-100;2;0.002627648
22;16.45;29.9;22;5.45;0.2;T-7;GG-100;2;0.002167895
22;16.45;29.9;23;5.05;0.2;T-7;GG-100;2;0.001710794
22;16.45;29.9;24;4.25;0.2;T-7;GG-100;2;0.00127637
22;16.45;29.9;25;3.8;0.2;T-7;GG-100;2;0.000908804
22;16.45;29.9;26;2.95;0.2;T-7;GG-100;2;0.000583272
22;16.45;29.9;27;2.48;0.2;T-7;GG-100;2;0.000390849
22;16.45;29.9;28;1.95;0.1;T-7;GG-100;2;0.000220294
22;16.45;29.9;29;1.45;0.1;T-7;GG-100;2;0
23;16.15;30.3;0.1;18.05;0.6;T-7;GG-100;2;0.014606639
23;16.15;30.3;0.7;17.15;0.6;T-7;GG-100;2;0.013075584
23;16.15;30.3;1.3;16.15;0.5;T-7;GG-100;2;0.0142069
23;16.15;30.3;2;16;0.5;T-7;GG-100;2;0.018830019
23;16.15;30.3;3;14.95;0.4;T-7;GG-100;2;0.017033421
23;16.15;30.3;4;14.5;0.4;T-7;GG-100;2;0.016119217
23;16.15;30.3;5;14.15;0.4;T-7;GG-100;2;0.015395571
23;16.15;30.3;6;13.85;0.4;T-7;GG-100;2;0.014531633
23;16.15;30.3;7;13.35;0.3;T-7;GG-100;2;0.013533687
23;16.15;30.3;8;12.9;0.3;T-7;GG-100;2;0.012332027
23;16.15;30.3;9;12.15;0.3;T-7;GG-100;2;0.011358134
23;16.15;30.3;10;11.9;0.3;T-7;GG-100;2;0.010799716
23;16.15;30.3;11;11.55;0.3;T-7;GG-100;2;0.010033658
23;16.15;30.3;12;11.05;0.3;T-7;GG-100;2;0.009249045
23;16.15;30.3;13;10.65;0.3;T-7;GG-100;2;0.008499775
23;16.15;30.3;14;10.15;0.3;T-7;GG-100;2;0.007855749
23;16.15;30.3;15;9.85;0.3;T-7;GG-100;2;0.007391578
23;16.15;30.3;16;9.55;0.3;T-7;GG-100;2;0.006657231
23;16.15;30.3;17;8.85;0.3;T-7;GG-100;2;0.005620506
23;16.15;30.3;18;8.05;0.3;T-7;GG-100;2;0.004813018
23;16.15;30.3;19;7.6;0.3;T-7;GG-100;2;0.004275806
23;16.15;30.3;20;7.15;0.3;T-7;GG-100;2;0.003744189
23;16.15;30.3;21;6.65;0.3;T-7;GG-100;2;0.003315091
23;16.15;30.3;22;6.34;0.3;T-7;GG-100;2;0.002620014
23;16.15;30.3;23;5.15;0.3;T-7;GG-100;2;0.002043017
23;16.15;30.3;24;5.05;0.3;T-7;GG-100;2;0.001455441
23;16.15;30.3;25;3.4;0.3;T-7;GG-100;2;0.000670828
23;16.15;30.3;26;2.35;0.1;T-7;GG-100;2;0.000398393
23;16.15;30.3;27;2.15;0.1;T-7;GG-100;2;0.000315926
23;16.15;30.3;28;1.85;0.1;T-7;GG-100;2;0.000181918
23;16.15;30.3;29;1.1;0.1;T-7;GG-100;2;7.20946E-05
23;16.15;30.3;30;0.85;0.1;T-7;GG-100;2;0
24;16.75;28.8;0.1;18.6;0.7;T-7;GG-100;2;0.015001007
24;16.75;28.8;0.7;17.05;0.5;T-7;GG-100;2;0.013460114
24;16.75;28.8;1.3;16.75;0.5;T-7;GG-100;2;0.01410526
24;16.75;28.8;2;15.25;0.4;T-7;GG-100;2;0.017676367
24;16.75;28.8;3;14.75;0.4;T-7;GG-100;2;0.016971865
24;16.75;28.8;4;14.65;0.3;T-7;GG-100;2;0.016514764
24;16.75;28.8;5;14.35;0.3;T-7;GG-100;2;0.015243498
24;16.75;28.8;6;13.5;0.3;T-7;GG-100;2;0.014051264
24;16.75;28.8;7;13.25;0.3;T-7;GG-100;2;0.013479985
24;16.75;28.8;8;12.95;0.3;T-7;GG-100;2;0.011779107
24;16.75;28.8;9;11.5;0.3;T-7;GG-100;2;0.010942953
24;16.75;28.8;10;12.1;0.3;T-7;GG-100;2;0.010988211
24;16.75;28.8;11;11.55;0.3;T-7;GG-100;2;0.010120837
24;16.75;28.8;12;11.15;0.3;T-7;GG-100;2;0.009378145
24;16.75;28.8;13;10.7;0.3;T-7;GG-100;2;0.008662156
24;16.75;28.8;14;10.3;0.3;T-7;GG-100;2;0.008093135
24;16.75;28.8;15;10;0.3;T-7;GG-100;2;0.007250796
24;16.75;28.8;16;9.2;0.3;T-7;GG-100;2;0.006469423
24;16.75;28.8;17;8.95;0.2;T-7;GG-100;2;0.005916503
24;16.75;28.8;18;8.4;0.3;T-7;GG-100;2;0.005443693
24;16.75;28.8;19;8.25;0.3;T-7;GG-100;2;0.005001121
24;16.75;28.8;20;7.7;0.2;T-7;GG-100;2;0.004330277
24;16.75;28.8;21;7.14;0.2;T-7;GG-100;2;0.003661118
24;16.75;28.8;22;6.5;0.2;T-7;GG-100;2;0.00314444
24;16.75;28.8;23;6.15;0.2;T-7;GG-100;2;0.002563544
24;16.75;28.8;24;5.24;0.2;T-7;GG-100;2;0.00181793
24;16.75;28.8;25;4.34;0.2;T-7;GG-100;2;0.001229011
24;16.75;28.8;26;3.53;0.1;T-7;GG-100;2;0.000662519
24;16.75;28.8;27;2.1;0.1;T-7;GG-100;2;0.000213859
24;16.75;28.8;28;1.15;0.1;T-7;GG-100;2;0
25;16.25;29.85;0.1;18.1;0.7;T-7;GG-100;2;0.014976267
25;16.25;29.85;0.7;17.55;0.7;T-7;GG-100;2;0.013478964
25;16.25;29.85;1.3;16.25;0.5;T-7;GG-100;2;0.013609841
25;16.25;29.85;2;15.2;0.4;T-7;GG-100;2;0.017732818
25;16.25;29.85;3;14.85;0.4;T-7;GG-100;2;0.016467149
25;16.25;29.85;4;14.1;0.3;T-7;GG-100;2;0.015017304
25;16.25;29.85;5;13.55;0.3;T-7;GG-100;2;0.014261358
25;16.25;29.85;6;13.4;0.3;T-7;GG-100;2;0.013435119
25;16.25;29.85;7;12.75;0.3;T-7;GG-100;2;0.012085903
25;16.25;29.85;8;12.05;0.3;T-7;GG-100;2;0.020994086
25;16.25;29.85;10;11.05;0.3;T-7;GG-100;2;0.009417906
25;16.25;29.85;11;10.85;0.3;T-7;GG-100;2;0.008911324
25;16.25;29.85;12;10.45;0.3;T-7;GG-100;2;0.008021468
25;16.25;29.85;13;9.75;0.2;T-7;GG-100;2;0.007239997
25;16.25;29.85;14;9.45;0.2;T-7;GG-100;2;0.007163813
25;16.25;29.85;15;9.65;0.2;T-7;GG-100;2;0.00680253
25;16.25;29.85;16;8.95;0.2;T-7;GG-100;2;0.005754023
25;16.25;29.85;17;8.15;0.2;T-7;GG-100;2;0.004817338
25;16.25;29.85;18;7.5;0.2;T-7;GG-100;2;0.004133158
25;16.25;29.85;19;7;0.2;T-7;GG-100;2;0.003453301
25;16.25;29.85;20;6.24;0.2;T-7;GG-100;2;0.002653079
25;16.25;29.85;21;5.35;0.2;T-7;GG-100;2;0.002165539
25;16.25;29.85;22;5.15;0.2;T-7;GG-100;2;0.001850952
25;16.25;29.85;23;4.54;0.2;T-7;GG-100;2;0.001422124
25;16.25;29.85;24;3.95;0.2;T-7;GG-100;2;0.001104824
25;16.25;29.85;25;3.54;0.2;T-7;GG-100;2;0.00088177
25;16.25;29.85;26;3.15;0.2;T-7;GG-100;2;0.00058846
25;16.25;29.85;27;2.25;0.1;T-7;GG-100;2;0.000340568
25;16.25;29.85;28;1.9;0.1;T-7;GG-100;2;0.000223152
25;16.25;29.85;29;1.54;0.1;T-7;GG-100;2;0
26;16.95;29.9;0.1;19.15;1;T-7;GG-100;2;0.015807146
26;16.95;29.9;0.7;17.44;0.9;T-7;GG-100;2;0.013935856
26;16.95;29.9;1.3;16.95;0.5;T-7;GG-100;2;0.015067373
26;16.95;29.9;2;16.15;0.4;T-7;GG-100;2;0.019738038
26;16.95;29.9;3;15.55;0.4;T-7;GG-100;2;0.018331291
26;16.95;29.9;4;15;0.4;T-7;GG-100;2;0.016698449
26;16.95;29.9;5;14.15;0.4;T-7;GG-100;2;0.015504741
26;16.95;29.9;6;13.95;0.4;T-7;GG-100;2;0.014798963
